site_id,site_name,site_type,agency,state,latitude,longitude,first_date_data_available,last_date_data_available,record_count,site_query_url,date_metadata_last_updated,tz_cd,doi,huc8,conus1_i,conus1_j,conus2_i,conus2_j,usda_elevation
301:CA:SNTL,Adin Mtn,SNOTEL station,NRCS,CA,41.23583,-120.79192,1984-10-01,2026-01-24,15091,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,18020002,,,309.0,2086.0,6190.0
907:UT:SNTL,Agua Canyon,SNOTEL station,NRCS,UT,37.52217,-112.27118,1994-10-01,2026-01-24,11439,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16030002,461.0,569.0,902.0,1525.0,8900.0
916:MT:SNTL,Albro Lake,SNOTEL station,NRCS,MT,45.59723,-111.95902,1996-10-01,2026-01-24,10708,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10020005,644.0,1444.0,1090.0,2375.0,8300.0
908:WA:SNTL,Alpine Meadows,SNOTEL station,NRCS,WA,47.77957,-121.69847,1994-10-01,2026-01-24,11439,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17110010,,,453.0,2778.0,3500.0
302:OR:SNTL,Aneroid Lake #2,SNOTEL station,NRCS,OR,45.21328,-117.19258,1982-10-01,2026-01-24,15822,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17060105,234.0,1485.0,696.0,2421.0,7400.0
1000:OR:SNTL,Annie Springs,SNOTEL station,NRCS,OR,42.87007,-122.16518,2000-09-16,2026-01-24,9239,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,18010203,,,258.0,2286.0,6010.0
303:CO:SNTL,Apishapa,SNOTEL station,NRCS,CO,37.33067,-105.06766,1980-06-10,2026-01-24,16665,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,11020006,1086.0,460.0,1513.0,1415.0,10027.0
1030:CO:SNTL,Arapaho Ridge,SNOTEL station,NRCS,CO,40.35098,-106.38141,2002-08-15,2026-01-24,8564,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14010001,1009.0,804.0,1438.0,1751.0,10976.0
304:OR:SNTL,Arbuckle Mtn,SNOTEL station,NRCS,OR,45.19085,-119.25392,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17070202,76.0,1522.0,545.0,2459.0,5770.0
305:CO:SNTL,Arrow,SNOTEL station,NRCS,CO,39.9155,-105.76083,1978-10-01,2013-09-30,12784,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14010001,1056.0,750.0,1484.0,1699.0,9680.0
306:ID:SNTL,Atlanta Summit,SNOTEL station,NRCS,ID,43.7569,-115.23907,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050111,350.0,1294.0,805.0,2233.0,7580.0
1308:UT:SNTL,Atwater,SNOTEL station,NRCS,UT,40.59124,-111.63775,2022-08-25,2026-01-24,1249,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,MST,,16020204,574.0,893.0,1016.0,1841.0,8753.0
307:MT:SNTL,Badger Pass,SNOTEL station,NRCS,MT,48.13088,-113.02317,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10030201,615.0,1737.0,1066.0,2657.0,6900.0
308:AZ:SNTL,Baker Butte,SNOTEL station,NRCS,AZ,34.45654,-111.40651,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,15060203,479.0,222.0,916.0,1183.0,7363.0
1140:AZ:SNTL,Baker Butte Smt,SNOTEL station,NRCS,AZ,34.45552,-111.38262,2009-05-18,2026-01-24,6096,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,15060203,481.0,221.0,918.0,1183.0,7752.0
309:WY:SNTL,Bald Mtn.,SNOTEL station,NRCS,WY,44.8007,-107.84442,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10080010,950.0,1307.0,1384.0,2241.0,9380.0
310:AZ:SNTL,Baldy,SNOTEL station,NRCS,AZ,33.97845,-109.50357,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,15020001,643.0,142.0,1077.0,1103.0,9221.0
311:MT:SNTL,Banfield Mountain,SNOTEL station,NRCS,MT,48.5712,-115.44573,1968-10-01,2026-01-24,20935,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010101,448.0,1821.0,907.0,2740.0,5600.0
312:ID:SNTL,Banner Summit,SNOTEL station,NRCS,ID,44.30342,-115.23447,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050120,363.0,1353.0,818.0,2290.0,7040.0
1212:AZ:SNTL,Bar M,SNOTEL station,NRCS,AZ,34.86142,-111.60497,2012-09-06,2026-01-24,4889,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,15060202,469.0,269.0,906.0,1230.0,6397.0
313:MT:SNTL,Barker Lakes,SNOTEL station,NRCS,MT,46.09713,-113.13038,1979-10-01,2026-01-24,16918,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010201,565.0,1515.0,1015.0,2445.0,8250.0
314:WY:SNTL,Base Camp,SNOTEL station,NRCS,WY,43.94019,-110.44544,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040101,732.0,1243.0,1173.0,2180.0,7060.0
315:MT:SNTL,Basin Creek,SNOTEL station,NRCS,MT,45.79737,-112.52047,1980-10-01,2026-01-24,16549,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010201,605.0,1474.0,1053.0,2404.0,7180.0
1190:MT:SNTL,Bassoo Peak,SNOTEL station,NRCS,MT,47.85562,-114.75841,2022-07-01,2026-01-24,1304,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010212,481.0,1732.0,938.0,2654.0,5150.0
316:NM:SNTL,Bateman,SNOTEL station,NRCS,NM,36.51174,-106.31543,1979-10-01,2026-01-24,16918,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,13020102,967.0,382.0,1396.0,1338.0,9249.0
317:WY:SNTL,Battle Mountain,SNOTEL station,NRCS,WY,41.05402,-107.26674,1985-10-01,2026-01-24,14726,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14050003,944.0,890.0,1376.0,1835.0,7498.0
318:MT:SNTL,Beagle Springs,SNOTEL station,NRCS,MT,44.47147,-112.98191,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10020001,542.0,1336.0,991.0,2271.0,8850.0
319:ID:SNTL,Bear Basin,SNOTEL station,NRCS,ID,44.95222,-116.14293,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17060210,308.0,1439.0,767.0,2374.0,5350.0
320:ID:SNTL,Bear Canyon,SNOTEL station,NRCS,ID,43.74367,-113.93797,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040218,452.0,1271.0,903.0,2210.0,7900.0
321:NV:SNTL,Bear Creek,SNOTEL station,NRCS,NV,41.83384,-115.45278,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050102,288.0,1089.0,741.0,2036.0,8040.0
1166:OR:SNTL,Bear Grass,SNOTEL station,NRCS,OR,44.3253,-122.0938,2011-09-23,2026-01-24,5238,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17090004,,,311.0,2433.0,4720.0
322:CO:SNTL,Bear Lake,SNOTEL station,NRCS,CO,40.31176,-105.6467,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10190006,1070.0,793.0,1498.0,1740.0,9522.0
323:ID:SNTL,Bear Mountain,SNOTEL station,NRCS,ID,48.30577,-116.07448,1980-10-01,2026-01-22,16550,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010213,395.0,1802.0,857.0,2723.0,5400.0
1061:CO:SNTL,Bear River,SNOTEL station,NRCS,CO,40.06152,-107.00948,2004-10-13,2026-01-24,7774,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14050001,953.0,778.0,1383.0,1727.0,9112.0
992:UT:SNTL,Bear River RS,SNOTEL station,NRCS,UT,40.8852,-110.8277,2010-10-28,2026-01-24,5568,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16010101,647.0,914.0,1087.0,1861.0,8777.0
324:ID:SNTL,Bear Saddle,SNOTEL station,NRCS,ID,44.60533,-116.98097,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050124,235.0,1416.0,696.0,2353.0,6180.0
325:WY:SNTL,Bear Trap Meadow,SNOTEL station,NRCS,WY,43.88743,-107.06135,1980-08-17,2026-01-24,16597,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10090201,1000.0,1199.0,1431.0,2136.0,8200.0
326:WY:SNTL,Beartooth Lake,SNOTEL station,NRCS,WY,44.94307,-109.56743,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10070006,818.0,1342.0,1256.0,2275.0,9360.0
327:CO:SNTL,Beartown,SNOTEL station,NRCS,CO,37.71433,-107.5124,1982-10-01,2026-01-24,15822,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,13010001,877.0,526.0,1309.0,1480.0,11600.0
1041:CO:SNTL,Beaver Ck Village,SNOTEL station,NRCS,CO,39.59871,-106.51113,2003-07-23,2026-01-24,8222,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14010003,989.0,722.0,1418.0,1672.0,8565.0
328:MT:SNTL,Beaver Creek,SNOTEL station,NRCS,MT,44.94966,-111.35852,1966-10-01,2026-01-24,21666,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10020007,678.0,1365.0,1122.0,2298.0,7850.0
329:UT:SNTL,Beaver Dams,SNOTEL station,NRCS,UT,39.13683,-111.55813,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16030004,553.0,734.0,994.0,1686.0,7990.0
330:UT:SNTL,Beaver Divide,SNOTEL station,NRCS,UT,40.61233,-111.09782,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16020203,619.0,888.0,1060.0,1836.0,8280.0
902:AZ:SNTL,Beaver Head,SNOTEL station,NRCS,AZ,33.69115,-109.21685,1994-05-12,2026-01-24,11581,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,15060101,665.0,107.0,1098.0,1068.0,8076.0
990:WA:SNTL,Beaver Pass,SNOTEL station,NRCS,WA,48.8793,-121.2555,2001-10-01,2026-01-24,8882,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17110005,,,518.0,2881.0,3630.0
331:OR:SNTL,Beaver Reservoir,SNOTEL station,NRCS,OR,45.14532,-118.219,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17060104,154.0,1497.0,619.0,2434.0,5150.0
1143:AZ:SNTL,Beaver Spring,SNOTEL station,NRCS,AZ,36.32671,-109.05702,2009-10-01,2026-01-24,5960,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14080204,721.0,393.0,1155.0,1350.0,9255.0
332:UT:SNTL,Ben Lomond Peak,SNOTEL station,NRCS,UT,41.37603,-111.94405,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16020102,564.0,983.0,1007.0,1929.0,7689.0
333:UT:SNTL,Ben Lomond Trail,SNOTEL station,NRCS,UT,41.38291,-111.92103,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16020102,566.0,983.0,1009.0,1929.0,5972.0
334:NV:SNTL,Berry Creek,SNOTEL station,NRCS,NV,39.31917,-114.62278,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16060008,299.0,803.0,747.0,1756.0,9377.0
335:CO:SNTL,Berthoud Summit,SNOTEL station,NRCS,CO,39.80364,-105.77786,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14010001,1053.0,738.0,1481.0,1687.0,11314.0
1214:UT:SNTL,Bevans Cabin,SNOTEL station,NRCS,UT,40.46182,-112.25233,2012-05-11,2026-01-24,5007,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16020304,521.0,888.0,964.0,1837.0,6520.0
336:NV:SNTL,Big Bend,SNOTEL station,NRCS,NV,41.76168,-115.6931,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050104,267.0,1086.0,721.0,2033.0,6898.0
337:NV:SNTL,Big Creek Sum,SNOTEL station,NRCS,NV,39.29148,-117.11506,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16040107,89.0,846.0,544.0,1802.0,8685.0
338:ID:SNTL,Big Creek Summit,SNOTEL station,NRCS,ID,44.62621,-115.79561,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17060208,327.0,1397.0,784.0,2334.0,6560.0
339:UT:SNTL,Big Flat,SNOTEL station,NRCS,UT,38.30183,-112.35672,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16030007,469.0,655.0,911.0,1610.0,10349.0
931:WY:SNTL,Big Goose,SNOTEL station,NRCS,WY,44.57924,-107.20068,1998-10-01,2026-01-24,9978,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10090101,998.0,1276.0,1429.0,2211.0,7990.0
340:NV:SNTL,Big Meadow,SNOTEL station,NRCS,NV,39.455,-119.9422,1983-10-01,2026-01-24,15457,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16050102,,,321.0,1882.0,8235.0
341:OR:SNTL,Big Red Mountain,SNOTEL station,NRCS,OR,42.05257,-122.85487,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17100309,,,178.0,2220.0,6050.0
342:WY:SNTL,Big Sandy Opening,SNOTEL station,NRCS,WY,42.6458,-109.25965,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14040104,805.0,1086.0,1242.0,2027.0,9080.0
343:OR:SNTL,Bigelow Camp,SNOTEL station,NRCS,OR,42.07875,-123.34393,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17100309,,,142.0,2235.0,5130.0
344:OR:SNTL,Billie Creek Divide,SNOTEL station,NRCS,OR,42.40717,-122.26617,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,18010203,,,235.0,2242.0,5280.0
1155:NV:SNTL,Bird Creek,SNOTEL station,NRCS,NV,39.46138,-114.64863,2011-10-01,2026-01-24,5230,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16060008,300.0,819.0,748.0,1772.0,7537.0
345:CO:SNTL,Bison Lake,SNOTEL station,NRCS,CO,39.76458,-107.35628,1985-10-01,2026-01-24,14726,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14010001,919.0,749.0,1351.0,1699.0,10964.0
346:MT:SNTL,Bisson Creek,SNOTEL station,NRCS,MT,47.68389,-113.99901,1991-10-01,2026-01-24,12535,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010212,534.0,1702.0,987.0,2624.0,4920.0
347:MT:SNTL,Black Bear,SNOTEL station,NRCS,MT,44.50832,-111.12803,1971-10-01,2026-01-24,19840,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10020007,688.0,1314.0,1131.0,2249.0,8170.0
348:UT:SNTL,Black Flat-U.M. Ck,SNOTEL station,NRCS,UT,38.6799,-111.59765,1981-03-18,2026-01-24,16384,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14070003,541.0,685.0,982.0,1638.0,9414.0
1185:CO:SNTL,Black Mesa,SNOTEL station,NRCS,CO,37.78968,-108.18376,2012-08-24,2026-01-24,4902,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14030002,820.0,542.0,1253.0,1496.0,11564.0
1161:CO:SNTL,Black Mountain,SNOTEL station,NRCS,CO,40.8879,-105.66404,2010-10-01,2026-01-24,5595,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10190007,1076.0,856.0,1503.0,1802.0,8980.0
349:MT:SNTL,Black Pine,SNOTEL station,NRCS,MT,46.414,-113.43095,1965-10-01,2026-01-24,22031,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010202,549.0,1554.0,1000.0,2482.0,7210.0
1119:WY:SNTL,Blackhall Mtn,SNOTEL station,NRCS,WY,41.05623,-106.714,2009-10-01,2026-01-24,5960,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10180002,990.0,884.0,1421.0,1830.0,9839.0
1162:UT:SNTL,Blacks Fork Jct,SNOTEL station,NRCS,UT,40.95814,-110.5828,2010-10-23,2026-01-24,5573,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14040107,668.0,919.0,1108.0,1865.0,8869.0
1144:MT:SNTL,Blacktail Mtn,SNOTEL station,NRCS,MT,47.98288,-114.3543,2010-10-01,2026-01-24,5595,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010208,514.0,1740.0,969.0,2661.0,5650.0
350:WY:SNTL,Blackwater,SNOTEL station,NRCS,WY,44.37667,-109.79333,1981-05-01,2026-01-24,16340,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10080012,791.0,1282.0,1230.0,2218.0,9780.0
351:OR:SNTL,Blazed Alder,SNOTEL station,NRCS,OR,45.4287,-121.85605,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17080001,,,365.0,2541.0,3650.0
352:WA:SNTL,Blewett Pass,SNOTEL station,NRCS,WA,47.35037,-120.6796,1981-08-29,2026-01-24,16220,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17020011,33.0,1783.0,509.0,2712.0,4240.0
353:WY:SNTL,Blind Bull Sum,SNOTEL station,NRCS,WY,42.964,-110.60973,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14040101,701.0,1138.0,1142.0,2078.0,8650.0
354:SD:SNTL,Blind Park,SNOTEL station,NRCS,SD,44.10772,-103.97688,1990-06-06,2026-01-24,13017,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10120110,1248.0,1197.0,1670.0,2134.0,6890.0
355:MT:SNTL,Bloody Dick,SNOTEL station,NRCS,MT,45.16507,-113.50099,1976-10-01,2026-01-24,18013,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10020001,517.0,1419.0,967.0,2352.0,7600.0
356:CA:SNTL,Blue Lakes,SNOTEL station,NRCS,CA,38.608,-119.92437,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,18040012,,,296.0,1794.0,8067.0
357:OR:SNTL,Blue Mountain Spring,SNOTEL station,NRCS,OR,44.24767,-118.51722,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050116,107.0,1406.0,572.0,2347.0,5870.0
1278:UT:SNTL,Bobs Hollow,SNOTEL station,NRCS,UT,38.94569,-112.15349,2016-10-06,2026-01-24,3398,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16030005,499.0,722.0,941.0,1675.0,9319.0
978:ID:SNTL,Bogus Basin,SNOTEL station,NRCS,ID,43.76377,-116.09685,1999-09-24,2026-01-24,9620,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050122,283.0,1309.0,740.0,2249.0,6340.0
358:WY:SNTL,Bone Springs Div,SNOTEL station,NRCS,WY,44.67888,-107.5811,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10080010,969.0,1291.0,1402.0,2225.0,9350.0
359:ID:SNTL,Bostetter R.S.,SNOTEL station,NRCS,ID,42.16442,-114.19272,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040212,397.0,1103.0,847.0,2048.0,7500.0
360:MT:SNTL,Boulder Mountain,SNOTEL station,NRCS,MT,46.5596,-111.28973,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10030103,714.0,1541.0,1158.0,2468.0,7950.0
361:OR:SNTL,Bourne,SNOTEL station,NRCS,OR,44.83052,-118.18787,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050203,148.0,1463.0,613.0,2400.0,5850.0
362:OR:SNTL,Bowman Springs,SNOTEL station,NRCS,OR,45.36428,-118.46715,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17070103,141.0,1526.0,608.0,2461.0,4530.0
363:MT:SNTL,Box Canyon,SNOTEL station,NRCS,MT,45.2719,-110.24903,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10070002,770.0,1386.0,1211.0,2318.0,6670.0
364:UT:SNTL,Box Creek,SNOTEL station,NRCS,UT,38.50809,-112.01856,1979-10-01,2026-01-24,16918,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16030002,502.0,672.0,944.0,1626.0,9853.0
1156:UT:SNTL,Box Springs,SNOTEL station,NRCS,UT,38.49746,-112.00779,2010-08-24,2026-01-24,5633,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16030002,503.0,671.0,944.0,1625.0,9228.0
