site_id,site_name,site_type,agency,state,latitude,longitude,first_date_data_available,last_date_data_available,record_count,site_query_url,date_metadata_last_updated,tz_cd,doi,huc8,conus1_i,conus1_j,conus2_i,conus2_j,usda_elevation
436:MT:SNTL,Darkhorse Lake,SNOTEL station,NRCS,MT,45.17367,-113.58448,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10020004,510.0,1421.0,961.0,2354.0,8945.0
437:MT:SNTL,Deadman Creek,SNOTEL station,NRCS,MT,46.79279,-110.67545,1967-10-01,2026-01-24,21301,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10030103,765.0,1559.0,1207.0,2484.0,6450.0
438:CO:SNTL,Deadman Hill,SNOTEL station,NRCS,CO,40.80572,-105.77018,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10190007,1066.0,848.0,1494.0,1794.0,10239.0
439:ID:SNTL,Deadwood Summit,SNOTEL station,NRCS,ID,44.54514,-115.5638,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050120,343.0,1384.0,800.0,2321.0,6860.0
923:WY:SNTL,Deer Park,SNOTEL station,NRCS,WY,42.59076,-108.90273,1997-10-01,2026-01-24,10343,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10080003,833.0,1076.0,1269.0,2017.0,9700.0
440:OR:SNTL,Derr.,SNOTEL station,NRCS,OR,44.4465,-119.93012,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17070304,3.0,1456.0,474.0,2397.0,5850.0
442:OR:SNTL,Diamond Lake,SNOTEL station,NRCS,OR,43.18787,-122.14003,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17100301,,,270.0,2318.0,5280.0
443:NV:SNTL,Diamond Peak,SNOTEL station,NRCS,NV,39.56361,-115.84421,1983-10-01,2026-01-24,15457,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16060005,202.0,851.0,654.0,1805.0,8017.0
444:UT:SNTL,Dills Camp,SNOTEL station,NRCS,UT,39.04554,-111.46875,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14070002,559.0,723.0,1000.0,1675.0,9228.0
445:NV:SNTL,Disaster Peak,SNOTEL station,NRCS,NV,41.96737,-118.18934,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16040201,71.0,1155.0,532.0,2103.0,6260.0
446:CA:SNTL,Dismal Swamp,SNOTEL station,NRCS,CA,41.99127,-120.18033,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17120007,,,380.0,2149.0,7360.0
448:MT:SNTL,Divide,SNOTEL station,NRCS,MT,44.79317,-112.05645,1972-01-01,2026-01-24,19748,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10020003,621.0,1357.0,1067.0,2292.0,7800.0
449:WY:SNTL,Divide Peak,SNOTEL station,NRCS,WY,41.30399,-107.15255,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14050003,957.0,916.0,1389.0,1861.0,8730.0
450:ID:SNTL,Dollarhide Summit,SNOTEL station,NRCS,ID,43.6025,-114.67417,1981-10-01,2026-01-09,16172,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040219,391.0,1267.0,844.0,2207.0,8420.0
451:WY:SNTL,Dome Lake,SNOTEL station,NRCS,WY,44.57462,-107.29537,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10090101,990.0,1277.0,1422.0,2211.0,8880.0
452:UT:SNTL,Donkey Reservoir,SNOTEL station,NRCS,UT,38.2084,-111.47412,1985-10-01,2026-01-24,14726,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14070003,543.0,632.0,983.0,1586.0,9799.0
453:NV:SNTL,Dorsey Basin,SNOTEL station,NRCS,NV,40.89343,-115.21104,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16040101,286.0,983.0,737.0,1933.0,7903.0
454:NV:SNTL,Draw Creek,SNOTEL station,NRCS,NV,41.661,-115.3234,1983-10-01,2026-01-24,15457,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16040101,294.0,1068.0,747.0,2015.0,7332.0
455:UT:SNTL,Dry Bread Pond,SNOTEL station,NRCS,UT,41.41289,-111.5377,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16010203,598.0,981.0,1040.0,1927.0,8302.0
1243:NV:SNTL,Dry Creek,SNOTEL station,NRCS,NV,40.8638,-115.22014,2013-10-01,2026-01-24,4499,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16040101,284.0,980.0,736.0,1930.0,6555.0
906:UT:SNTL,Dry Fork,SNOTEL station,NRCS,UT,40.56533,-112.17343,1994-10-01,2026-01-24,11439,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16020204,529.0,898.0,973.0,1847.0,7093.0
457:CO:SNTL,Dry Lake,SNOTEL station,NRCS,CO,40.5337,-106.7814,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14050001,978.0,828.0,1408.0,1775.0,8271.0
943:WA:SNTL,Dungeness,SNOTEL station,NRCS,WA,47.87224,-123.0788,1998-10-01,2026-01-24,9978,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17110020,,,361.0,2818.0,4010.0
458:MT:SNTL,Dupuyer Creek,SNOTEL station,NRCS,MT,48.06341,-112.7573,1983-08-20,2026-01-24,15499,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10030201,633.0,1726.0,1083.0,2646.0,5750.0
1105:MT:SNTL,East Boulder Mine,SNOTEL station,NRCS,MT,45.50381,-110.08019,2008-06-19,2026-01-24,6429,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10070002,787.0,1410.0,1228.0,2341.0,6335.0
460:WY:SNTL,East Rim Divide,SNOTEL station,NRCS,WY,43.13097,-110.2023,1985-10-01,2026-01-24,14723,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040103,737.0,1151.0,1177.0,2091.0,7930.0
461:UT:SNTL,East Willow Creek,SNOTEL station,NRCS,UT,39.31213,-109.53179,1986-08-06,2026-01-24,14417,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14060006,728.0,725.0,1165.0,1676.0,8302.0
998:WA:SNTL,Easy Pass,SNOTEL station,NRCS,WA,48.85933,-121.43895,2008-09-19,2026-01-24,6314,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17110001,,,505.0,2883.0,5270.0
462:CA:SNTL,Ebbetts Pass,SNOTEL station,NRCS,CA,38.5497,-119.80468,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16050201,,,304.0,1785.0,8661.0
936:CO:SNTL,Echo Lake,SNOTEL station,NRCS,CO,39.65539,-105.59358,1998-10-01,2026-01-24,9978,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10190002,1067.0,720.0,1495.0,1670.0,10694.0
463:CA:SNTL,Echo Peak,SNOTEL station,NRCS,CA,38.849,-120.0795,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16050101,,,291.0,1822.0,7653.0
1163:UT:SNTL,EF Blacks Fork GS,SNOTEL station,NRCS,UT,40.88472,-110.54056,2010-10-22,2026-01-24,5574,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14040107,670.0,910.0,1110.0,1857.0,9360.0
464:OR:SNTL,Eilertson Meadows,SNOTEL station,NRCS,OR,44.86887,-118.11387,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050203,155.0,1465.0,619.0,2403.0,5510.0
465:CO:SNTL,El Diente Peak,SNOTEL station,NRCS,CO,37.78607,-108.02235,1986-08-06,2026-01-24,14417,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14030002,834.0,540.0,1267.0,1494.0,10217.0
910:WA:SNTL,Elbow Lake,SNOTEL station,NRCS,WA,48.69092,-121.90893,1995-08-28,2026-01-24,11108,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17110004,,,468.0,2875.0,3040.0
466:ID:SNTL,Elk Butte,SNOTEL station,NRCS,ID,46.83998,-116.12233,1982-10-01,2026-01-24,15822,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17060308,356.0,1643.0,816.0,2571.0,5690.0
921:NM:SNTL,Elk Cabin,SNOTEL station,NRCS,NM,35.7073,-105.80584,1996-10-01,2026-01-24,10708,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,13020201,1002.0,288.0,1430.0,1246.0,8239.0
1106:MT:SNTL,Elk Peak,SNOTEL station,NRCS,MT,46.4845,-110.7125,2008-07-09,2023-07-10,5480,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10040201,756.0,1525.0,1199.0,2452.0,7600.0
467:CO:SNTL,Elk River,SNOTEL station,NRCS,CO,40.84758,-106.96861,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14050001,966.0,864.0,1397.0,1810.0,8739.0
468:WY:SNTL,Elkhart Park G.S.,SNOTEL station,NRCS,WY,43.00657,-109.75893,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14040102,770.0,1132.0,1209.0,2072.0,9400.0
1252:CO:SNTL,Elkhead Divide,SNOTEL station,NRCS,CO,40.79637,-107.10113,2016-09-02,2026-01-24,3432,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14050001,955.0,860.0,1386.0,1806.0,8800.0
1120:CO:SNTL,Elliot Ridge,SNOTEL station,NRCS,CO,39.8638,-106.42473,2009-08-12,2026-01-24,6010,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14010002,999.0,751.0,1429.0,1700.0,10549.0
469:MT:SNTL,Emery Creek,SNOTEL station,NRCS,MT,48.43412,-113.93725,1976-10-01,2026-01-24,18013,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010209,555.0,1783.0,1009.0,2702.0,4350.0
470:OR:SNTL,Emigrant Springs,SNOTEL station,NRCS,OR,45.55808,-118.45383,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17070103,147.0,1546.0,614.0,2481.0,3800.0
471:ID:SNTL,Emigrant Summit,SNOTEL station,NRCS,ID,42.36055,-111.56085,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16010202,614.0,1085.0,1057.0,2028.0,7390.0
472:WY:SNTL,Evening Star,SNOTEL station,NRCS,WY,44.65258,-109.78422,1982-08-01,2026-01-24,15883,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10070006,796.0,1313.0,1235.0,2247.0,9200.0
473:CA:SNTL,Fallen Leaf,SNOTEL station,NRCS,CA,38.93403,-120.0545,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16050101,,,296.0,1831.0,6242.0
474:UT:SNTL,Farmington,SNOTEL station,NRCS,UT,40.97462,-111.80975,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16020102,567.0,937.0,1010.0,1885.0,7902.0
1054:UT:SNTL,Farmington Lower,SNOTEL station,NRCS,UT,40.992,-111.81702,2003-11-20,2026-01-24,8102,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16020102,567.0,939.0,1010.0,1887.0,6779.0
475:UT:SNTL,Farnsworth Lake,SNOTEL station,NRCS,UT,38.77246,-111.67662,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16030003,536.0,696.0,977.0,1649.0,9623.0
476:NV:SNTL,Fawn Creek,SNOTEL station,NRCS,NV,41.82098,-116.10153,1980-10-01,2026-01-23,16551,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050104,235.0,1099.0,690.0,2046.0,7031.0
1305:ID:SNTL,Fish Ck,SNOTEL station,NRCS,ID,43.55542,-113.71924,2021-10-01,2026-01-24,1544,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040221,465.0,1247.0,915.0,2187.0,6330.0
477:OR:SNTL,Fish Creek,SNOTEL station,NRCS,OR,42.70992,-118.6321,1979-10-01,2026-01-24,16918,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17120003,56.0,1243.0,519.0,2190.0,7660.0
478:WA:SNTL,Fish Lake,SNOTEL station,NRCS,WA,47.53565,-121.08553,1983-10-01,2026-01-24,15457,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17030001,9.0,1812.0,487.0,2739.0,3430.0
1149:UT:SNTL,Fish Lake Utah,SNOTEL station,NRCS,UT,38.50455,-111.76693,2010-08-24,2026-01-24,5633,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14070003,524.0,668.0,965.0,1622.0,8798.0
479:OR:SNTL,Fish Lk.,SNOTEL station,NRCS,OR,42.3801,-122.34943,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17100307,,,227.0,2241.0,4660.0
480:MT:SNTL,Fisher Creek,SNOTEL station,NRCS,MT,45.06235,-109.94488,1966-10-01,2026-01-24,21666,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10070006,790.0,1359.0,1230.0,2292.0,9100.0
481:UT:SNTL,Five Points Lake,SNOTEL station,NRCS,UT,40.71785,-110.46721,1980-11-27,2026-01-23,16494,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14060003,673.0,891.0,1113.0,1838.0,10943.0
482:MT:SNTL,Flattop Mtn.,SNOTEL station,NRCS,MT,48.80225,-113.85713,1969-10-01,2026-01-24,20570,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010207,569.0,1823.0,1022.0,2740.0,6300.0
1186:CO:SNTL,Fool Creek,SNOTEL station,NRCS,CO,39.86866,-105.86765,2011-10-01,2026-01-24,5230,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14010001,1046.0,746.0,1475.0,1695.0,11156.0
1049:CA:SNTL,Forestdale Creek,SNOTEL station,NRCS,CA,38.68245,-119.9597,2003-10-01,2026-01-24,8152,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16050201,,,296.0,1802.0,8017.0
1121:AZ:SNTL,Fort Valley,SNOTEL station,NRCS,AZ,35.26773,-111.74479,2008-10-01,2026-01-24,6325,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,15020015,464.0,316.0,902.0,1276.0,7371.0
483:OR:SNTL,Fourmile Lake,SNOTEL station,NRCS,OR,42.43933,-122.2288,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,18010203,,,238.0,2244.0,5970.0
484:ID:SNTL,Franklin Basin,SNOTEL station,NRCS,ID,42.0505,-111.6012,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16010202,605.0,1052.0,1048.0,1995.0,8140.0
1277:CA:SNTL,Fredonyer Peak,SNOTEL station,NRCS,CA,40.68799,-120.60805,2016-11-09,2026-01-24,3364,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,18080003,,,306.0,2025.0,7208.0
485:CO:SNTL,Fremont Pass,SNOTEL station,NRCS,CO,39.38014,-106.19784,1980-07-28,2026-01-24,16617,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14010002,1013.0,695.0,1441.0,1646.0,11326.0
486:NM:SNTL,Frisco Divide,SNOTEL station,NRCS,NM,33.73687,-108.94327,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,15040004,691.0,108.0,1123.0,1069.0,8013.0
487:MT:SNTL,Frohner Meadow,SNOTEL station,NRCS,MT,46.43545,-112.19277,1972-10-01,2026-01-24,19474,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10030101,643.0,1539.0,1090.0,2467.0,6480.0
488:AZ:SNTL,Fry,SNOTEL station,NRCS,AZ,35.07356,-111.84477,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,15060202,451.0,296.0,889.0,1257.0,7236.0
1262:NV:SNTL,Fry Canyon,SNOTEL station,NRCS,NV,41.57022,-115.93645,2014-10-09,2026-01-24,4126,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16040102,242.0,1069.0,697.0,2017.0,6798.0
489:ID:SNTL,Galena,SNOTEL station,NRCS,ID,43.87722,-114.6725,1982-10-01,2026-01-24,15822,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040219,397.0,1297.0,850.0,2236.0,7470.0
490:ID:SNTL,Galena Summit,SNOTEL station,NRCS,ID,43.87497,-114.71363,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040219,394.0,1298.0,847.0,2237.0,8780.0
491:NM:SNTL,Gallegos Peak,SNOTEL station,NRCS,NM,36.19418,-105.55742,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,13020101,1030.0,340.0,1458.0,1296.0,9480.0
1114:UT:SNTL,Garden City Summit,SNOTEL station,NRCS,UT,41.9215,-111.4693,2009-07-28,2026-01-23,6024,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16010201,613.0,1036.0,1056.0,1980.0,7705.0
1066:UT:SNTL,Gardner Peak,SNOTEL station,NRCS,UT,37.40083,-113.45988,2004-09-01,2026-01-24,7816,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,15010008,356.0,575.0,800.0,1533.0,8322.0
492:ID:SNTL,Garfield R.S.,SNOTEL station,NRCS,ID,43.6104,-113.9308,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040221,450.0,1256.0,900.0,2196.0,6560.0
1173:NM:SNTL,Garita Peak,SNOTEL station,NRCS,NM,36.00469,-106.54805,2016-09-24,2026-01-24,3410,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,13020202,940.0,329.0,1369.0,1286.0,10115.0
918:MT:SNTL,Garver Creek,SNOTEL station,NRCS,MT,48.97523,-115.81915,1968-10-01,2026-01-24,20935,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010103,430.0,1872.0,891.0,2789.0,4250.0
1221:UT:SNTL,GBRC HQ,SNOTEL station,NRCS,UT,39.32019,-111.48827,2012-10-01,2026-01-24,4864,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16030004,563.0,753.0,1004.0,1704.0,8801.0
1222:UT:SNTL,GBRC Meadows,SNOTEL station,NRCS,UT,39.30229,-111.45383,2012-10-01,2026-01-24,4864,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16030004,565.0,750.0,1006.0,1702.0,9858.0
1151:UT:SNTL,George Creek,SNOTEL station,NRCS,UT,41.91562,-113.41154,2010-08-11,2026-01-24,5646,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040210,455.0,1064.0,903.0,2009.0,8964.0
945:OR:SNTL,Gerber Reservoir,SNOTEL station,NRCS,OR,42.2062,-121.1334,1998-10-01,2026-01-24,9978,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,18010204,,,314.0,2194.0,4890.0
493:ID:SNTL,Giveout,SNOTEL station,NRCS,ID,42.4132,-111.1663,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16010201,647.0,1085.0,1089.0,2028.0,6930.0
1057:CO:SNTL,Glen Cove,SNOTEL station,NRCS,CO,38.87602,-105.07605,2004-10-01,2026-01-24,7786,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,11020003,1103.0,630.0,1529.0,1581.0,11391.0
1195:NV:SNTL,Golconda,SNOTEL station,NRCS,NV,40.88358,-117.58812,2011-10-01,2026-01-24,5230,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16040108,91.0,1027.0,549.0,1978.0,6616.0
1159:WA:SNTL,Gold Axe Camp,SNOTEL station,NRCS,WA,48.9516,-118.9864,2010-10-01,2026-01-24,5595,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17020002,,,674.0,2843.0,5360.0
1304:UT:SNTL,Gold Basin,SNOTEL station,NRCS,UT,38.46516,-109.26332,2021-09-25,2026-01-24,1583,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14030005,737.0,629.0,1173.0,1582.0,10076.0
494:OR:SNTL,Gold Center,SNOTEL station,NRCS,OR,44.7638,-118.3117,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17070202,137.0,1458.0,602.0,2396.0,5410.0
1256:WA:SNTL,Gold Mountain,SNOTEL station,NRCS,WA,48.18934,-118.4559,2014-10-01,2026-01-24,4134,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17020001,219.0,1831.0,689.0,2753.0,4390.0
495:UT:SNTL,Gooseberry RS,SNOTEL station,NRCS,UT,38.80034,-111.68333,1979-10-01,2026-01-24,16918,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16030003,536.0,699.0,977.0,1652.0,7944.0
1184:UT:SNTL,Gooseberry RS Up,SNOTEL station,NRCS,UT,38.7882,-111.68892,2011-10-01,2026-01-24,5230,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16030003,536.0,698.0,977.0,1651.0,8396.0
