site_id,site_name,state,latitude,longitude,elevation_m,temp_bias_c,prec_total_bias_pct
360:MT:SNTL,Boulder Mountain,MT,46.5596,-111.28973,2423.1600000000003,0.5566748736495659,-62.602773770925694
363:MT:SNTL,Box Canyon,MT,45.2719,-110.24903,2033.016,-0.2214090924063701,-75.99240719910011
365:MT:SNTL,Brackett Creek,MT,45.89107,-110.93851,2231.136,-0.5133404021917582,-52.810095211312856
981:MT:SNTL,Burnt Mtn,MT,45.2401,-109.45961,1792.2240000000002,-0.5555124706403887,-59.33451594165483
381:MT:SNTL,Calvert Creek,MT,45.8838,-113.32553,1959.864,-0.2797304259782878,-68.91570330335927
385:MT:SNTL,Carrot Basin,MT,44.96192,-111.29403,2743.2000000000003,-0.5563636076209821,-84.88812395769563
403:MT:SNTL,Clover Meadow,MT,45.01788,-111.8456,2621.28,-0.4737513862123056,-86.5639138914975
407:MT:SNTL,Cole Creek,MT,45.19405,-109.34548,2392.6800000000003,0.2650716811324426,-61.892041892821645
410:MT:SNTL,Combination,MT,46.46523,-113.39358,1706.88,-0.6121640178333111,-21.989360097593437
413:MT:SNTL,Copper Bottom,MT,47.05678,-112.595,1584.96,-0.0915078323732649,-37.69635490685615
414:MT:SNTL,Copper Camp,MT,47.08158,-112.72955,2118.36,0.1357502216701138,-32.10181762763524
427:MT:SNTL,Crystal Lake,MT,46.78942,-109.51205,1844.04,0.452490238231758,-63.889846405562935
919:MT:SNTL,Daisy Peak,MT,46.66858,-110.33022,2316.48,-0.1764143776266896,-70.18572395392725
433:MT:SNTL,Daly Creek,MT,46.18367,-113.8533,1761.744,0.0037222683733104,-16.352585569660942
436:MT:SNTL,Darkhorse Lake,MT,45.17367,-113.58448,2726.436,-0.7886181853481509,-59.94258618484755
437:MT:SNTL,Deadman Creek,MT,46.79279,-110.67545,1965.96,-0.0530466963024888,-49.26867635080098
448:MT:SNTL,Divide,MT,44.79317,-112.05645,2377.44,-0.4632070533413013,-69.57603937007875
469:MT:SNTL,Emery Creek,MT,48.43412,-113.93725,1325.88,-0.363059930341302,-20.399173971178115
480:MT:SNTL,Fisher Creek,MT,45.06235,-109.94488,2773.6800000000003,-0.9525581279874202,-86.87431224082064
482:MT:SNTL,Flattop Mtn.,MT,48.80225,-113.85713,1920.24,-0.994050478630114,-32.99091501493347
487:MT:SNTL,Frohner Meadow,MT,46.43545,-112.19277,1975.104,-0.7368685331495207,-69.76874591895526
918:MT:SNTL,Garver Creek,MT,48.97523,-115.81915,1295.4,-0.3647297205068267,-15.094930666852482
568:MT:SNTL,Lakeview Ridge,MT,44.58907,-111.82498,2255.52,-0.4865892071061413,-47.53127408276093
576:MT:SNTL,Lemhi Ridge,MT,44.9938,-113.44399,2468.88,-0.9508909801746348,-47.01186351706036
578:MT:SNTL,Lick Creek,MT,45.5041,-110.96625,2090.928,-0.2202158474497489,-78.49361272698056
603:MT:SNTL,Lower Twin,MT,45.50871,-111.92288,2407.92,-0.3311772762088817,-54.903141732283466
604:MT:SNTL,Lubrecht Flume,MT,46.88293,-113.32228,1426.4640000000002,0.032805532513721,-21.487472088377
609:MT:SNTL,Madison Plateau,MT,44.58623,-111.11627,2362.2000000000003,-0.779950624559338,-69.01407814589214
635:MT:SNTL,Monument Peak,MT,45.21759,-110.237,2697.48,0.5282454970593833,-84.18866282339707
646:MT:SNTL,Moss Peak,MT,47.68493,-113.9623,2066.5440000000003,-0.9432187112351372,-31.549775758549657
656:MT:SNTL,Mule Creek,MT,45.40957,-112.95927,2529.84,-0.3684708773527169,-77.44914510686165
657:MT:SNTL,N Fk Elk Creek,MT,46.8716,-113.27725,1905.0,0.280322304986324,-31.980106583635205
903:MT:SNTL,Nevada Ridge,MT,46.84234,-112.50787,2139.696,-0.6517978494189272,-37.361601523636246
662:MT:SNTL,Nez Perce Camp,MT,45.73107,-114.48075,1722.12,-0.3777074126198402,-16.645377376608415
667:MT:SNTL,North Fork Jocko,MT,47.2726,-113.75617,1929.384,-0.319455185230571,-25.062518086254453
670:MT:SNTL,Northeast Entrance,MT,45.00565,-110.01406,2240.28,-0.2283162689109366,-73.29315635545557
1008:MT:SNTL,Onion Park,MT,46.91348,-110.8536,2258.568,-0.1074810540056853,-46.35039045377059
930:MT:SNTL,Peterson Meadows,MT,46.12588,-113.30792,2194.56,-0.3842049505924432,-32.241168077674494
690:MT:SNTL,Pickfoot Creek,MT,46.57978,-111.26832,2026.92,-0.5727730097248631,-59.369792357036445
693:MT:SNTL,Pike Creek,MT,48.30305,-113.32868,1807.464,-0.1292453533139045,-22.79790199778746
696:MT:SNTL,Placer Basin,MT,45.41905,-110.08844,2691.384,-0.3707152684546478,-76.3266018404326
700:MT:SNTL,Porcupine,MT,46.11192,-110.4696,1981.2,-0.51308540657532,-70.25206496062991
722:MT:SNTL,Rocker Peak,MT,46.35613,-112.26176,2438.4,0.2963205147454568,-81.7597770503406
917:MT:SNTL,Rocky Boy,MT,48.17478,-109.64728,1432.5600000000002,-0.3823503018995207,-44.7672622047244
725:MT:SNTL,S Fork Shields,MT,46.0896,-110.43363,2468.88,-0.3711752507362785,-75.76038807649043
929:MT:SNTL,Sacajawea,MT,45.87395,-110.92783,1996.44,0.050579755568516,-54.39873495151949
727:MT:SNTL,Saddle Mtn.,MT,45.69259,-113.96828,2420.112,-0.2707954507979227,-19.608704326285046
753:MT:SNTL,Short Creek,MT,44.97572,-111.95215,2133.6,-0.2732574925924434,-66.68322993182899
754:MT:SNTL,Shower Falls,MT,45.40125,-110.95758,2468.88,0.3525922334497941,-77.6109907565902
760:MT:SNTL,Skalkaho Summit,MT,46.24212,-113.7725,2209.8,0.0323069302819863,-21.508013275200096
783:MT:SNTL,Sleeping Woman,MT,47.17902,-114.33368,1874.52,-0.3524838678618498,-19.296442987288692
781:MT:SNTL,Spur Park,MT,46.77962,-110.62165,2468.88,-0.4624754803721234,-58.97821045096635
787:MT:SNTL,Stahl Peak,MT,48.90902,-114.86298,1837.944,-0.918843009210023,-34.232899155677835
1009:MT:SNTL,Stringer Creek,MT,46.9269,-110.90198,1996.44,0.4342549269555023,-38.17125541891533
901:MT:SNTL,Stuart Mountain,MT,46.99523,-113.92664,2255.52,-0.3692398329999774,-39.24369094488188
813:MT:SNTL,Tepee Creek,MT,44.78562,-111.71,2438.4,-0.5428359023766895,-82.49090081629704
893:MT:SNTL,Tizer Basin,MT,46.34937,-111.85308,2097.024,-0.3520469021107078,-61.44060379893271
835:MT:SNTL,Twelvemile Creek,MT,46.14287,-114.44755,1706.88,-0.1231418316746351,28.03289537798806
836:MT:SNTL,Twin Lakes,MT,46.1438,-114.5056,1950.72,-0.4422057691266894,-14.030410573678289
847:MT:SNTL,Waldron,MT,47.91998,-112.79087,1706.88,-0.1030771135661874,-64.22449826771654
858:MT:SNTL,Whiskey Creek,MT,44.61088,-111.14998,2072.6400000000003,0.0975849074817576,-65.38856903713807
862:MT:SNTL,White Mill,MT,45.04575,-109.90987,2651.76,-0.625825904203174,-80.78668661417323
876:MT:SNTL,Wood Creek,MT,47.44847,-112.81428,1816.608,0.6501763832386072,-62.44490184202087
532:NM:SNTL,Hopewell,NM,36.71632,-106.2637,3076.956,0.6761553973706728,-79.26112992125984
934:NM:SNTL,Tolby,NM,36.47498,-105.19534,3115.056,0.7394322395192531,-28.493286196368313
1017:NM:SNTL,Vacas Locas,NM,36.02653,-106.81361,2854.1472000000003,0.9602744472948224,-42.850073309801786
321:NV:SNTL,Bear Creek,NV,41.83384,-115.45278,2450.592,-0.5481505065479229,-30.30217637795275
334:NV:SNTL,Berry Creek,NV,39.31917,-114.62278,2858.1096,-0.8957466307065983,-32.1663380800804
336:NV:SNTL,Big Bend,NV,41.76168,-115.6931,2102.5104,-0.6117181118013474,-30.88978409956818
337:NV:SNTL,Big Creek Sum,NV,39.29148,-117.11506,2647.188,-0.261659901687248,-49.95839410631612
373:NV:SNTL,Buckskin Lower,NV,41.75067,-117.53182,2112.264,-0.3322938454006625,-46.967888332140305
417:NV:SNTL,Corral Canyon,NV,40.27551,-115.54017,2574.036,0.019822946495456,-42.38742714356277
443:NV:SNTL,Diamond Peak,NV,39.56361,-115.84421,2443.5816,-0.7136003047303697,-41.23522984207978
445:NV:SNTL,Disaster Peak,NV,41.96737,-118.18934,1908.048,-0.6377260342442699,-39.543565636385
453:NV:SNTL,Dorsey Basin,NV,40.89343,-115.21104,2408.8344,-0.0234258082317124,-50.31380920114955
498:NV:SNTL,Granite Peak,NV,41.67032,-117.56668,2591.7144000000003,-0.9041647006112412,-35.46324961204666
527:NV:SNTL,Hole-in-Mountain,NV,40.94168,-115.0954,2488.0824,-0.2221341377472302,-26.80779990736452
549:NV:SNTL,Jacks Peak,NV,41.5136,-116.0117,2567.6352,-0.441467958220297,-33.765677829427936
570:NV:SNTL,Lamoille #3,NV,40.6448,-115.3812,2453.9448,-0.3111136578280162,-36.72853899255744
573:NV:SNTL,Laurel Draw,NV,41.77637,-116.02957,2036.6736,0.2019477830414602,-35.880918863402954
1006:NV:SNTL,Lewis Peak,NV,40.3572,-116.8647,2246.376,-0.3553296981829434,-57.328431946006745
615:NV:SNTL,Marlette Lake,NV,39.16395,-119.89672,2403.0432,0.3922419564543607,-22.02329655281385
652:NV:SNTL,Mt Rose Ski Area,NV,39.31573,-119.89473,2682.5448,0.9412764231250228,-34.45209749073193
698:NV:SNTL,Pole Creek R.S.,NV,41.87255,-115.24713,2548.128,-0.8731683973538585,-15.398226321709782
746:NV:SNTL,Seventysix Creek,NV,41.73732,-115.47215,2240.28,-0.767145102883539,-28.444003634161113
750:NV:SNTL,Sheldon,NV,41.90435,-119.44464,1787.652,-0.7047946474707645,-48.9383525136281
811:NV:SNTL,Taylor Canyon,NV,41.2287,-116.0293,1927.86,-0.39696388353879,-19.303919370078734
1000:OR:SNTL,Annie Springs,OR,42.87007,-122.16518,1831.848,0.1567157039491981,-12.981521133858262
304:OR:SNTL,Arbuckle Mtn,OR,45.19085,-119.25392,1758.696,0.5333369468750226,-22.294602011382224
331:OR:SNTL,Beaver Reservoir,OR,45.14532,-118.219,1569.72,0.6927471808525278,-14.97901150817686
341:OR:SNTL,Big Red Mountain,OR,42.05257,-122.85487,1844.04,0.2143568594840406,-17.345347846225103
343:OR:SNTL,Bigelow Camp,OR,42.07875,-123.34393,1563.624,0.5021447929924466,-12.58600584390438
361:OR:SNTL,Bourne,OR,44.83052,-118.18787,1783.0800000000002,-0.9797149105883473,-12.68625
362:OR:SNTL,Bowman Springs,OR,45.36428,-118.46715,1380.744,0.0815038177575775,-10.657986016834087
395:OR:SNTL,Chemult Alternate,OR,43.22625,-121.80662,1478.28,0.2228979648363321,-20.208050462670258
401:OR:SNTL,Clear Lake,OR,45.18832,-121.6916,1161.288,0.0091327360268084,10.652273109696925
422:OR:SNTL,County Line,OR,45.19107,-118.55015,1472.184,-0.071451905373146,-15.659513242662836
1010:OR:SNTL,Crazyman Flat,OR,42.6381,-120.94917,1883.664,0.5633060406181544,-13.666105490238362
440:OR:SNTL,Derr.,OR,44.4465,-119.93012,1783.0800000000002,-0.0182708593646748,-27.96556074912946
470:OR:SNTL,Emigrant Springs,OR,45.55808,-118.45383,1158.24,-0.3994965060633932,-20.918829538199606
477:OR:SNTL,Fish Creek,OR,42.70992,-118.6321,2334.768,-0.5748756402128898,-33.465923317374276
479:OR:SNTL,Fish Lk.,OR,42.3801,-122.34943,1420.3680000000002,0.7635908664858282,-13.494316250170955
483:OR:SNTL,Fourmile Lake,OR,42.43933,-122.2288,1819.656,0.7822925902999309,-13.20320805260167
945:OR:SNTL,Gerber Reservoir,OR,42.2062,-121.1334,1490.472,0.2625688014938407,-16.02200496749986
494:OR:SNTL,Gold Center,OR,44.7638,-118.3117,1648.968,0.2085704454395827,-32.6869494538989
523:OR:SNTL,High Ridge,OR,45.69682,-118.10657,1499.616,0.3899073688496106,-16.249656692913394
529:OR:SNTL,Holland Meadows,OR,43.66917,-122.56877,1502.664,0.1173097911701139,-10.53239324651724
558:OR:SNTL,King Mountain,OR,42.72395,-123.20037,1322.832,0.0487957510748852,-16.721457060858032
584:OR:SNTL,Little Meadows,OR,44.61297,-122.22565,1225.296,0.6751812748266983,-11.63307086614173
605:OR:SNTL,Lucky Strike,OR,45.27478,-118.8479,1514.856,-0.0150813401606751,-13.812204371314571
608:OR:SNTL,Madison Butte,OR,45.10513,-119.49585,1569.72,0.7397516724482268,-37.893949707899424
653:OR:SNTL,Mt. Howard,OR,45.26522,-117.17373,2410.9680000000003,0.937563373605792,-31.816317538312823
671:OR:SNTL,Ochoco Meadows,OR,44.42917,-120.3311,1655.064,-0.0962973471771754,-17.613468503936996
706:OR:SNTL,Quartz Mountain,OR,42.31923,-120.82533,1743.456,0.0208295172573485,-11.046576192681773
712:OR:SNTL,Red Hill,OR,45.4643,-121.70428,1344.168,0.5320893734052737,-10.149205578625985
721:OR:SNTL,Rock Springs,OR,44.00883,-118.83842,1612.392,0.0795754792285021,-14.257740157480296
736:OR:SNTL,Schneider Meadows,OR,45.00107,-117.16522,1645.92,0.3099358664235383,-12.942789845234865
745:OR:SNTL,Sevenmile Marsh,OR,42.69825,-122.14165,1737.36,0.0993534105730818,-15.916006554094029
759:OR:SNTL,Silvies,OR,42.75333,-118.68785,2130.552,-0.0396868290098217,-33.17631102362205
767:OR:SNTL,Snow Mountain,OR,43.94885,-119.54013,1898.904,-0.2166319003620379,-24.025550832694588
789:OR:SNTL,Starr Ridge,OR,44.26423,-119.02162,1600.2,-0.0949670305844524,-19.34011387038159
794:OR:SNTL,Strawberry,OR,42.12587,-120.8361,1758.696,0.5168930626488322,-21.62350607847659
800:OR:SNTL,Summer Rim,OR,42.6957,-120.80158,2157.984,0.7466277091174676,-13.013669727270235
812:OR:SNTL,Taylor Green,OR,45.07707,-117.55067,1749.552,-0.0732558806871921,-14.512708503410328
821:OR:SNTL,Tipton,OR,44.65567,-118.42617,1569.72,0.0863358634146286,-16.46988687549425
873:OR:SNTL,Wolf Creek,OR,45.06703,-118.15192,1716.024,0.1768876519585847,-10.560121240075116
354:SD:SNTL,Blind Park,SD,44.10772,-103.97688,2100.072,-0.0175109375250913,-50.41307285118772
920:SD:SNTL,North Rapid Creek,SD,44.20617,-103.78758,1868.424,-0.5170595770376488,-43.13887969699991
907:UT:SNTL,Agua Canyon,UT,37.52217,-112.27118,2712.7200000000003,,-32.26866141732283
329:UT:SNTL,Beaver Dams,UT,39.13683,-111.55813,2435.3520000000003,,-14.44198425196848
332:UT:SNTL,Ben Lomond Peak,UT,41.37603,-111.94405,2343.6072,-0.6361880162191557,-19.084343267218177
364:UT:SNTL,Box Creek,UT,38.50809,-112.01856,3003.1944000000003,,-31.20882492879877
366:UT:SNTL,Brighton,UT,40.59936,-111.58167,2671.8768,,-12.453315181396713
368:UT:SNTL,Brown Duck,UT,40.58102,-110.58587,3222.9552000000003,0.8435740428159567,-26.811436875759647
371:UT:SNTL,Buck Flat,UT,39.134,-111.43722,2867.8632,-0.6001180585524893,-10.875183579580632
374:UT:SNTL,Bug Lake,UT,41.68541,-111.41987,2434.4376,0.2602576077831275,-17.14868457619268
1039:UT:SNTL,Cascade Mountain,UT,40.283,-111.60992,2369.5152000000003,0.1604181786626179,-27.98105024238518
390:UT:SNTL,Castle Valley,UT,37.66098,-112.74093,2928.2136,-0.3371007176610419,-21.20150963888135
392:UT:SNTL,Chalk Creek #1,UT,40.85464,-111.04765,2795.3208,0.0298300606290179,-25.296629640044987
393:UT:SNTL,Chalk Creek #2,UT,40.88529,-111.06954,2501.7984,,-21.316956114751385
396:UT:SNTL,Chepeta,UT,40.77458,-110.0105,3200.0952,,-12.575836401744724
983:UT:SNTL,Clayton Springs,UT,37.9725,-111.83355,3062.9352000000003,,-17.752500322705558
399:UT:SNTL,Clear Creek #1,UT,39.86671,-111.28363,2735.58,-0.6821207926449547,-32.16684697021568
400:UT:SNTL,Clear Creek #2,UT,39.89275,-111.25154,2388.7176,0.7402816730765063,-28.903880314960624
452:UT:SNTL,Donkey Reservoir,UT,38.2084,-111.47412,2986.7352,0.7655228129219632,-40.84679239945305
455:UT:SNTL,Dry Bread Pond,UT,41.41289,-111.5377,2530.4496,0.3666329683984243,-10.83422618632848
906:UT:SNTL,Dry Fork,UT,40.56533,-112.17343,2161.9464000000003,,-25.45161939094964
461:UT:SNTL,East Willow Creek,UT,39.31213,-109.53179,2530.4496,0.1421953747741955,-41.09679666512274
474:UT:SNTL,Farmington,UT,40.97462,-111.80975,2408.5296000000003,,-26.231495631539207
475:UT:SNTL,Farnsworth Lake,UT,38.77246,-111.67662,2933.0904,,-25.544962163820433
481:UT:SNTL,Five Points Lake,UT,40.71785,-110.46721,3335.4264000000003,-0.7470623936963243,-17.129156266533876
495:UT:SNTL,Gooseberry RS,UT,38.80034,-111.68333,2421.3312,-0.0654924970683408,-25.25808078379515
896:UT:SNTL,Hardscrabble,UT,40.86833,-111.71865,2209.8,,-14.19448818897637
514:UT:SNTL,Harris Flat,UT,37.48997,-112.57602,2375.0016,,-22.60096106137418
517:UT:SNTL,Hayden Fork,UT,40.79669,-110.88472,2782.824,,-18.53728549395244
521:UT:SNTL,Hewinta,UT,40.95009,-110.48419,2895.6000000000004,,-19.8004718257874
522:UT:SNTL,Hickerson Park,UT,40.90663,-109.96287,2780.3856,,-27.81926826588535
528:UT:SNTL,Hole-in-Rock,UT,40.92167,-110.18623,2794.4064000000003,,-23.158086544491667
533:UT:SNTL,Horse Ridge,UT,41.31372,-111.44624,2499.0552,-0.4685962150925701,-22.056004792879143
557:UT:SNTL,Kimberly Mine,UT,38.48383,-112.39273,2773.9848,,-31.154828672278036
559:UT:SNTL,Kings Cabin,UT,40.71632,-109.54401,2660.2944,,-32.6899727988547
561:UT:SNTL,Kolob,UT,37.52664,-113.05386,2823.3624,,-20.50639370078738
566:UT:SNTL,Lakefork #1,UT,40.59709,-110.43316,3087.0144,,-26.180429295653113
513:UT:SNTL,Lakefork Basin,UT,40.73785,-110.62121,3317.748,,-13.62323326771653
572:UT:SNTL,Lasal Mountain,UT,38.48226,-109.27198,2919.3744,-0.2011623780505733,-30.930514022825793
579:UT:SNTL,Lily Lake,UT,40.86493,-110.79813,2783.7384,,-23.643192718780877
582:UT:SNTL,Little Bear,UT,41.40562,-111.82607,1995.8304,,-11.454516436566497
583:UT:SNTL,Little Grassy,UT,37.48631,-113.84582,1848.612,,-21.50390326209224
592:UT:SNTL,Long Flat,UT,37.51255,-113.39661,2432.9136000000003,,-33.571075753461855
593:UT:SNTL,Long Valley Jct,UT,37.48756,-112.51458,2275.3320000000003,,-19.20308353064258
596:UT:SNTL,Lookout Peak,UT,40.83731,-111.70965,2487.4728,,-22.420020018684088
612:UT:SNTL,Mammoth-Cottonwood,UT,39.68338,-111.31818,2654.5032,,-22.431727405755687
626:UT:SNTL,Midway Valley,UT,37.56933,-112.83849,2995.2696,0.2890631634456744,-23.444292098622803
628:UT:SNTL,Mill-D North,UT,40.65883,-111.63683,2731.9224,,-16.297059898762637
631:UT:SNTL,Mining Fork,UT,40.49384,-112.61141,2528.3160000000003,-0.3942338989434306,-29.11473176579571
634:UT:SNTL,Monte Cristo,UT,41.46547,-111.49688,2722.4736000000003,,-29.78898649136747
643:UT:SNTL,Mosby Mtn.,UT,40.60798,-109.8881,2911.7544000000003,0.4409315952325813,-26.03728517630948
684:UT:SNTL,Parleys Summit,UT,40.76184,-111.62917,2311.908,0.7734230857283938,-14.978025344488186
971:UT:SNTL,Parrish Creek,UT,40.93417,-111.81372,2359.152,-0.0828817185022606,-17.552299987091775
686:UT:SNTL,Payson R.S.,UT,39.92976,-111.63109,2451.8112,-0.2274256855479223,-16.840656383116052
691:UT:SNTL,Pickle Keg,UT,39.01219,-111.58259,2749.2960000000003,,-22.98175425746199
694:UT:SNTL,Pine Creek,UT,38.88185,-112.24915,2662.1232,,-24.27837371290126
790:UT:SNTL,Steel Creek Park,UT,40.90862,-110.50462,3096.1584000000003,,-26.91718874249629
795:UT:SNTL,Strawberry Divide,UT,40.16483,-111.20665,2475.8904,-0.3398106117204082,-17.50025120030728
814:UT:SNTL,Thaynes Canyon,UT,40.6235,-111.53322,2813.304,0.1735870280902998,-14.497241828584364
823:UT:SNTL,Tony Grove Lake,UT,41.89833,-111.62957,2582.8752,,-20.540855480950864
828:UT:SNTL,Trial Lake,UT,40.678,-110.94873,3045.5616,0.970339881619757,-12.788538932633433
833:UT:SNTL,Trout Creek,UT,40.739,-109.6728,2901.0864,-0.6222252486767174,-21.22801363064911
844:UT:SNTL,Vernon Creek,UT,39.93667,-112.41478,2255.8248000000003,-0.3392575532655884,-31.363525716200368
853:UT:SNTL,Webster Flat,UT,37.575,-112.90155,2805.0744,0.1667909631489288,-17.768690050107384
864:UT:SNTL,White River #1,UT,39.9645,-110.98845,2633.7768,0.0250431050638666,-37.859057433997215
